Type,State,QuestionID,Category,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,CorrectIndex,Explanation
State-Specific,SC,SC-SS-019,gdlLicensing,At what age can you get a beginner's permit in South Carolina?,14 years old,15 years old,15 years 6 months old,16 years old,B,1,"South Carolina issues learner's permits to new drivers at age 15, allowing them to practice driving with a licensed adult supervisor in the vehicle."
State-Specific,SC,SC-SS-020,gdlLicensing,At what age can you get a conditional license?,15 years old,15 years 6 months old,16 years old,16 years 6 months old,B,1,"In South Carolina, conditional license available at 15 years 6 months."
State-Specific,SC,SC-SS-021,gdlLicensing,What are the nighttime driving restrictions in South Carolina?,6 PM to 6 AM,8 PM to 6 AM,Sunset-sunrise,No night driving,A,0,"In South Carolina, teen drivers with restricted licenses cannot drive between 6 PM and 6 AM. This nighttime driving restriction helps reduce accidents during high-risk hours."
State-Specific,SC,SC-SS-022,gdlLicensing,At what age can you get full license?,16 years old,16 years 6 months old,17 years old,18 years old,B,1,"In South Carolina, drivers become eligible for a full, unrestricted driver's license at age 16, once they have completed all graduated licensing requirements."
State-Specific,SC,SC-SS-023,gdlLicensing,How often must South Carolina driver's licenses be renewed?,Every 5 years,Every 8 years,Every 10 years,Varies by age,C,2,"South Carolina driver's licenses are valid for 10 years before requiring renewal. Renewal may involve vision tests, updated photos, and verification of your driving record."
State-Specific,SC,SC-SS-024,gdlLicensing,How many supervised driving hours are required in South Carolina?,20 hours of supervised driving,40 hours of supervised driving,50 hours of supervised driving,No minimum,B,1,"South Carolina requires teen drivers to complete 40 hours of supervised driving practice before obtaining their license, helping them gain experience in various driving conditions."
State-Specific,SC,SC-SS-025,gdlLicensing,Conditional license passenger restriction?,No passengers,2 passengers,3 passengers,No restriction,B,1,"In South Carolina, limited to 2 passengers under 21. These requirements help ensure new drivers gain adequate experience."
State-Specific,SC,SC-SS-026,gdlLicensing,What is South Carolina's permit must be held for minimum?,90 days,120 days,180 days,1 year,C,2,"In South Carolina, new drivers must hold their learner's permit for at least 180 days before they can apply for their next level license. This ensures adequate time for supervised driving practice."
State-Specific,SC,SC-SS-027,insurance,What is South Carolina's minimum bodily injury liability per person?,"$15,000","$20,000","$25,000","$30,000",C,2,"South Carolina requires a minimum of $25,000 in bodily injury liability coverage per person. This insurance pays for injuries you cause to others in an accident."
State-Specific,SC,SC-SS-028,insurance,What is South Carolina's minimum bodily injury liability per accident?,"$25,000","$40,000","$50,000","$75,000",C,2,"South Carolina requires a minimum of $50,000 in bodily injury liability coverage per accident. This is the total amount your insurance will pay for all injuries in a single accident."
State-Specific,SC,SC-SS-029,insurance,What is South Carolina's minimum property damage liability?,"$10,000","$15,000","$20,000","$25,000",D,3,"South Carolina requires a minimum of $25,000 in property damage liability coverage. This insurance pays for damage you cause to other people's property in an accident."
State-Specific,SC,SC-SS-030,insurance,What is South Carolina's minimum insurance requirement?,20/40/15,25/50/25,30/60/25,25/50/10,B,1,"South Carolina requires 25/50/25 minimum liability coverage: $25,000 per person for bodily injury, $50,000 per accident for bodily injury, and $25,000 for property damage."
State-Specific,SC,SC-SS-031,insurance,Does South Carolina also require uninsured motorist coverage?,Same as liability,"$25,000 only",Not required,Optional,A,0,"In South Carolina, uninsured/underinsured motorist (UM/UIM) coverage is required at the same limits as your liability coverage. This protects you if you're hit by an uninsured driver."
State-Specific,SC,SC-SS-032,seatbeltPhone,How is South Carolina's seat belt law enforced?,Primary offense (can be pulled over for this),Secondary offense (only with another violation),No enforcement,Front seat only,A,0,"South Carolina has primary seat belt enforcement, meaning law enforcement can stop and cite you solely for not wearing a seat belt."
State-Specific,SC,SC-SS-033,seatbeltPhone,What is South Carolina's law on handheld phone use while driving?,Prohibited for all,Under-18 only,Legal with no restrictions,School zones only,A,0,"In South Carolina, handheld cell phone use is prohibited for all drivers while operating a vehicle. This law helps reduce distracted driving accidents."
State-Specific,SC,SC-SS-034,seatbeltPhone,What is South Carolina's law on texting while driving?,Legal with no restrictions,Primary offense (can be pulled over for this),Secondary offense (only with another violation),Under-18 only,B,1,"In South Carolina, texting while driving is a primary offense, meaning law enforcement can stop and cite you solely for this violation without needing another reason."
State-Specific,SC,SC-SS-035,seatbeltPhone,When is Until what age are child restraints in South Carolina required in South Carolina?,Age 4,Age 6,Age 8,80 lbs or age 8,C,2,"In South Carolina, child restraint required until age 8."
State-Specific,SC,SC-SS-036,seatbeltPhone,What is the Seat belt fine in South Carolina?,$25,$50,$100,$150,A,0,"In South Carolina, a seat belt violation carries a fine of $25. Wearing your seat belt significantly reduces the risk of injury in a crash."
State-Specific,SC,SC-SS-037,pointsPenalties,What is South Carolina's DUI lookback period?,5 years,7 years,10 years,Lifetime,C,2,South Carolina uses a 10-year lookback period for DUI/DWI offenses. Prior convictions within this timeframe count toward enhanced penalties for repeat offenders.
State-Specific,SC,SC-SS-038,pointsPenalties,What is the penalty for refusing a chemical test in South Carolina?,3 months,6 months,9 months,1 year,B,1,"In South Carolina, refusing a chemical test (breath, blood, or urine) under the implied consent law results in an automatic 6-month license suspension, even if you are not convicted of DUI."
State-Specific,SC,SC-SS-039,pointsPenalties,What is the second DUI jail time in South Carolina?,5 days-1 year,48 hours-1 year,5 days-3 years,1-3 years,A,0,"In South Carolina, a second DUI conviction requires a minimum of 5 days in jail. Additional penalties may include fines, license suspension, and mandatory treatment programs."
State-Specific,SC,SC-SS-040,pointsPenalties,What is the second DUI license suspension in South Carolina?,6 months suspension,1 year suspension,2 years suspension,5 years suspension,B,1,"In South Carolina, second DUI: 1-year suspension. Understanding these penalties helps you make informed decisions about your driving behavior."
State-Specific,SC,SC-SS-041,pointsPenalties,How many points does this violation add in South Carolina?,4 points on your record,6 points on your record,8 points on your record,Automatic action,B,1,"In South Carolina, a dui conviction adds 6 points to your driving record, which can affect your license status and insurance rates."
State-Specific,SC,SC-SS-042,pointsPenalties,What is South Carolina's points stay on south carolina record?,2 years,3 years,5 years,Forever,A,0,"In South Carolina, points from traffic violations remain on your driving record for 2 years. Accumulating too many points can lead to license suspension and higher insurance rates."
State-Specific,SC,SC-SS-043,stateUnique,Is South Carolina an at-fault or no-fault insurance state?,No-fault state,At-fault state,Choice state,Hybrid state,B,1,"South Carolina is an at-fault state, meaning the driver who caused an accident is financially responsible for paying damages to other parties involved."
State-Specific,SC,SC-SS-044,stateUnique,What does South Carolina's implied consent law cover?,Breath only,"Blood, breath, urine",Breath and blood only,All tests,B,1,"South Carolina's implied consent law means that by driving on the state's roads, you automatically consent to chemical testing (breath, blood, or urine) if lawfully arrested for DUI."
State-Specific,SC,SC-SS-045,stateUnique,When is an IID required in South Carolina?,First with high BAC,Second,Third,All DUI,A,0,"In South Carolina, IID required for first DUI with BAC 0.15%+ or repeat."
State-Specific,SC,SC-SS-046,stateUnique,When is ADSAP (Alcohol Drug Safety Action Program) required in South Carolina?,First DUI only,All DUI,Repeat DUI only,Court discretion,B,1,"In South Carolina, enrollment in an alcohol and drug safety program is required for all DUI offenders. This mandatory education helps address substance abuse issues and reduce repeat offenses."
State-Specific,SC,SC-SS-047,stateUnique,Provisional license can be obtained after first DUI?,Immediately,After 30 days,After 6 months,Not available,B,1,"In South Carolina, provisional license may be available after 30 days."
State-Specific,SC,SC-SS-048,stateUnique,What is the DUI jail time in South Carolina?,60 days-3 years,60 days-5 years,1-5 years,2-10 years,B,1,"In South Carolina, third DUI: 60 days to 5 years prison."
State-Specific,SC,SC-SS-049,stateUnique,When is DUI video recording required in South Carolina?,"Yes, by arresting officer","Yes, at booking",No requirement,Court discretion,A,0,South Carolina requires video recording of DUI arrest.
State-Specific,SC,SC-SS-050,stateUnique,What is South Carolina's felony DUI causing death carries?,1-10 years,1-25 years,5-25 years,Up to life,B,1,"In South Carolina, a a repeat DUI conviction is a felony carrying 1 to 25 years in prison, reflecting the seriousness of repeat drunk driving offenses."
State-Specific,SD,SD-SS-001,speedLimits,What is the maximum speed limit on South Dakota interstates?,75 miles per hour,80 miles per hour,85 miles per hour,No limit,B,1,"South Dakota's maximum speed limit on major highways is 80 mph. Speed limits may be lower in urban areas, construction zones, or during adverse weather conditions."
State-Specific,SD,SD-SS-002,speedLimits,South Dakota two-lane highway speed limit?,60 miles per hour,65 miles per hour,70 miles per hour,75 miles per hour,C,2,"South Dakota's maximum speed limit on major highways is 70 mph. Speed limits may be lower in urban areas, construction zones, or during adverse weather conditions."
State-Specific,SD,SD-SS-003,speedLimits,What is the residential speed limit in South Dakota?,20 miles per hour,25 miles per hour,30 miles per hour,35 miles per hour,B,1,The default speed limit in South Dakota residential areas is 25 mph unless otherwise posted. This limit helps ensure safety in neighborhoods where pedestrians may be present.
